counts	frames	to_stop
3596	1	-1271
4164	2	-1270
2046	0	-1269
3919	1	-1268
3431	2	-1267
3608	0	-1266
3958	1	-1265
5044	2	-1264
2201	0	-1263
3241	1	-1262
3918	2	-1261
1965	0	-1260
3799	1	-1259
2751	2	-1258
2179	0	-1257
3229	1	-1256
4123	2	-1255
2371	0	-1254
4115	1	-1253
2859	2	-1252
2972	0	-1251
3906	1	-1250
3750	2	-1249
2127	0	-1248
3276	1	-1247
3795	2	-1246
1983	0	-1245
3794	1	-1244
3686	2	-1243
2924	0	-1242
4700	1	-1241
4056	2	-1240
2300	0	-1239
4639	1	-1238
4402	2	-1237
2841	0	-1236
4033	1	-1235
2907	2	-1234
1934	0	-1233
4744	1	-1232
4169	2	-1231
1633	0	-1230
3805	1	-1229
3003	2	-1228
1901	0	-1227
3924	1	-1226
3795	2	-1225
2436	0	-1224
4269	1	-1223
2886	2	-1222
3227	0	-1221
5122	1	-1220
5768	2	-1219
3255	0	-1218
4152	1	-1217
3856	2	-1216
2302	0	-1215
3492	1	-1214
3628	2	-1213
1999	0	-1212
4592	1	-1211
3209	2	-1210
2262	0	-1209
6044	1	-1208
4478	2	-1207
3900	0	-1206
5208	1	-1205
4016	2	-1204
3135	0	-1203
4459	1	-1202
4482	2	-1201
2533	0	-1200
5642	1	-1199
3833	2	-1198
4043	0	-1197
4296	1	-1196
4346	2	-1195
2426	0	-1194
4083	1	-1193
4494	2	-1192
2381	0	-1191
4520	1	-1190
4391	2	-1189
2837	0	-1188
4615	1	-1187
5563	2	-1186
2005	0	-1185
3746	1	-1184
3218	2	-1183
3037	0	-1182
5283	1	-1181
3077	2	-1180
2110	0	-1179
4300	1	-1178
6479	2	-1177
3141	0	-1176
6536	1	-1175
4535	2	-1174
2664	0	-1173
4330	1	-1172
4711	2	-1171
2705	0	-1170
4944	1	-1169
4592	2	-1168
3180	0	-1167
3884	1	-1166
4337	2	-1165
2136	0	-1164
4343	1	-1163
4161	2	-1162
1877	0	-1161
4094	1	-1160
3267	2	-1159
3152	0	-1158
4272	1	-1157
3791	2	-1156
2952	0	-1155
4667	1	-1154
5641	2	-1153
2517	0	-1152
4319	1	-1151
2950	2	-1150
2000	0	-1149
3691	1	-1148
3550	2	-1147
2335	0	-1146
3854	1	-1145
3043	2	-1144
3059	0	-1143
4112	1	-1142
5237	2	-1141
2463	0	-1140
4617	1	-1139
3673	2	-1138
2685	0	-1137
3745	1	-1136
5074	2	-1135
2673	0	-1134
4547	1	-1133
4275	2	-1132
2297	0	-1131
5156	1	-1130
3545	2	-1129
2586	0	-1128
3368	1	-1127
3689	2	-1126
3712	0	-1125
4373	1	-1124
4113	2	-1123
2261	0	-1122
4476	1	-1121
3495	2	-1120
2675	0	-1119
4664	1	-1118
4647	2	-1117
3526	0	-1116
3963	1	-1115
7567	2	-1114
2827	0	-1113
6231	1	-1112
8731	2	-1111
3087	0	-1110
5044	1	-1109
4953	2	-1108
3214	0	-1107
4126	1	-1106
4133	2	-1105
2945	0	-1104
6979	1	-1103
4395	2	-1102
2731	0	-1101
5229	1	-1100
6666	2	-1099
2933	0	-1098
5688	1	-1097
3327	2	-1096
2413	0	-1095
3992	1	-1094
3305	2	-1093
3047	0	-1092
5207	1	-1091
6800	2	-1090
3343	0	-1089
4937	1	-1088
4598	2	-1087
2939	0	-1086
5110	1	-1085
3473	2	-1084
3197	0	-1083
4350	1	-1082
4667	2	-1081
2467	0	-1080
4527	1	-1079
6040	2	-1078
4029	0	-1077
4118	1	-1076
4766	2	-1075
3466	0	-1074
5975	1	-1073
5785	2	-1072
3509	0	-1071
5845	1	-1070
4895	2	-1069
2787	0	-1068
6871	1	-1067
6292	2	-1066
3784	0	-1065
6233	1	-1064
4639	2	-1063
2580	0	-1062
6313	1	-1061
4313	2	-1060
3306	0	-1059
4274	1	-1058
4073	2	-1057
2583	0	-1056
5775	1	-1055
5904	2	-1054
2843	0	-1053
5346	1	-1052
5891	2	-1051
4535	0	-1050
5100	1	-1049
5048	2	-1048
3125	0	-1047
5497	1	-1046
5105	2	-1045
2708	0	-1044
6523	1	-1043
4559	2	-1042
5062	0	-1041
4861	1	-1040
4826	2	-1039
3897	0	-1038
8022	1	-1037
4880	2	-1036
3090	0	-1035
5111	1	-1034
4328	2	-1033
3354	0	-1032
5979	1	-1031
5329	2	-1030
3246	0	-1029
9581	1	-1028
6592	2	-1027
3721	0	-1026
6386	1	-1025
4052	2	-1024
2939	0	-1023
5287	1	-1022
4570	2	-1021
2472	0	-1020
5037	1	-1019
4393	2	-1018
3410	0	-1017
5183	1	-1016
4943	2	-1015
3902	0	-1014
6759	1	-1013
4806	2	-1012
3879	0	-1011
7791	1	-1010
7591	2	-1009
3573	0	-1008
6213	1	-1007
6438	2	-1006
3861	0	-1005
7480	1	-1004
6227	2	-1003
3931	0	-1002
7804	1	-1001
6853	2	-1000
4116	0	-999
7653	1	-998
8058	2	-997
3706	0	-996
6136	1	-995
6154	2	-994
3551	0	-993
8040	1	-992
8194	2	-991
3170	0	-990
8170	1	-989
8571	2	-988
4838	0	-987
6969	1	-986
4235	2	-985
6666	0	-984
14496	1	-983
15659	2	-982
5504	0	-981
7359	1	-980
10320	2	-979
4254	0	-978
6258	1	-977
5439	2	-976
4562	0	-975
8208	1	-974
5782	2	-973
3725	0	-972
6110	1	-971
6131	2	-970
3239	0	-969
6961	1	-968
5994	2	-967
5056	0	-966
5847	1	-965
7317	2	-964
3723	0	-963
6225	1	-962
4760	2	-961
3298	0	-960
5103	1	-959
5173	2	-958
5244	0	-957
7448	1	-956
6197	2	-955
3434	0	-954
4903	1	-953
6263	2	-952
3542	0	-951
9939	1	-950
7204	2	-949
4428	0	-948
6441	1	-947
5492	2	-946
3622	0	-945
6487	1	-944
6524	2	-943
4771	0	-942
7876	1	-941
5393	2	-940
4303	0	-939
6775	1	-938
7884	2	-937
4906	0	-936
7691	1	-935
6010	2	-934
4421	0	-933
6810	1	-932
6320	2	-931
3653	0	-930
7320	1	-929
6442	2	-928
4193	0	-927
7308	1	-926
5075	2	-925
4590	0	-924
6362	1	-923
5146	2	-922
4119	0	-921
5966	1	-920
6132	2	-919
3939	0	-918
6439	1	-917
6495	2	-916
3553	0	-915
6878	1	-914
5986	2	-913
3911	0	-912
8275	1	-911
6639	2	-910
6475	0	-909
7439	1	-908
5867	2	-907
4140	0	-906
6520	1	-905
6661	2	-904
4536	0	-903
7093	1	-902
5994	2	-901
4293	0	-900
9293	1	-899
8610	2	-898
5993	0	-897
9835	1	-896
5913	2	-895
3680	0	-894
6709	1	-893
7195	2	-892
4661	0	-891
6145	1	-890
8070	2	-889
3982	0	-888
6694	1	-887
5680	2	-886
3764	0	-885
6907	1	-884
6383	2	-883
3900	0	-882
11588	1	-881
7187	2	-880
4023	0	-879
7470	1	-878
6382	2	-877
4063	0	-876
7401	1	-875
6474	2	-874
5191	0	-873
7242	1	-872
6062	2	-871
4110	0	-870
9195	1	-869
8023	2	-868
4024	0	-867
7309	1	-866
6323	2	-865
4248	0	-864
7526	1	-863
7921	2	-862
4172	0	-861
7542	1	-860
9570	2	-859
6647	0	-858
5830	1	-857
8660	2	-856
3849	0	-855
7464	1	-854
5627	2	-853
4785	0	-852
7779	1	-851
6097	2	-850
4167	0	-849
9771	1	-848
8658	2	-847
4354	0	-846
8851	1	-845
6824	2	-844
3885	0	-843
8644	1	-842
6212	2	-841
5609	0	-840
7748	1	-839
6725	2	-838
4544	0	-837
9075	1	-836
7277	2	-835
5219	0	-834
8659	1	-833
6851	2	-832
4738	0	-831
9736	1	-830
5813	2	-829
3495	0	-828
6564	1	-827
6516	2	-826
3841	0	-825
7808	1	-824
5894	2	-823
4447	0	-822
12518	1	-821
7081	2	-820
3891	0	-819
6558	1	-818
5409	2	-817
4139	0	-816
6052	1	-815
5975	2	-814
4589	0	-813
7524	1	-812
8022	2	-811
4721	0	-810
8292	1	-809
6484	2	-808
5115	0	-807
7346	1	-806
9046	2	-805
7157	0	-804
7916	1	-803
9949	2	-802
5292	0	-801
7669	1	-800
7093	2	-799
4746	0	-798
7782	1	-797
6845	2	-796
4921	0	-795
6540	1	-794
7618	2	-793
4949	0	-792
7513	1	-791
7980	2	-790
5562	0	-789
6559	1	-788
5504	2	-787
4234	0	-786
6271	1	-785
7242	2	-784
3971	0	-783
6615	1	-782
6835	2	-781
5315	0	-780
7967	1	-779
8223	2	-778
6560	0	-777
7625	1	-776
6760	2	-775
4329	0	-774
16221	1	-773
8450	2	-772
6409	0	-771
12248	1	-770
9986	2	-769
4827	0	-768
9251	1	-767
9857	2	-766
6878	0	-765
7135	1	-764
8028	2	-763
3770	0	-762
8002	1	-761
8634	2	-760
5475	0	-759
11412	1	-758
9574	2	-757
5544	0	-756
10550	1	-755
7240	2	-754
5805	0	-753
9233	1	-752
7955	2	-751
4776	0	-750
8380	1	-749
7288	2	-748
4471	0	-747
7344	1	-746
7369	2	-745
5946	0	-744
9998	1	-743
6706	2	-742
5056	0	-741
7806	1	-740
7963	2	-739
5095	0	-738
7564	1	-737
8403	2	-736
4911	0	-735
7871	1	-734
7140	2	-733
5564	0	-732
8739	1	-731
9040	2	-730
5753	0	-729
10216	1	-728
10971	2	-727
5806	0	-726
7352	1	-725
8643	2	-724
7392	0	-723
8267	1	-722
9172	2	-721
4486	0	-720
8134	1	-719
8994	2	-718
5984	0	-717
7423	1	-716
7572	2	-715
4821	0	-714
8302	1	-713
8006	2	-712
4270	0	-711
10195	1	-710
7323	2	-709
4133	0	-708
7938	1	-707
8522	2	-706
4719	0	-705
9041	1	-704
6913	2	-703
5142	0	-702
6991	1	-701
5966	2	-700
4890	0	-699
8164	1	-698
7711	2	-697
4106	0	-696
8297	1	-695
6438	2	-694
5001	0	-693
10912	1	-692
8017	2	-691
7889	0	-690
11143	1	-689
13079	2	-688
4704	0	-687
9074	1	-686
7825	2	-685
5349	0	-684
9863	1	-683
7786	2	-682
5255	0	-681
10719	1	-680
7921	2	-679
7087	0	-678
8968	1	-677
10163	2	-676
6473	0	-675
10403	1	-674
7494	2	-673
4443	0	-672
9108	1	-671
8673	2	-670
4214	0	-669
8867	1	-668
6595	2	-667
4854	0	-666
11123	1	-665
9012	2	-664
5431	0	-663
9275	1	-662
7669	2	-661
4975	0	-660
7711	1	-659
7160	2	-658
6244	0	-657
8589	1	-656
7405	2	-655
4497	0	-654
7894	1	-653
8851	2	-652
4663	0	-651
8889	1	-650
6648	2	-649
4670	0	-648
11103	1	-647
7391	2	-646
4985	0	-645
10296	1	-644
9210	2	-643
4147	0	-642
9308	1	-641
7898	2	-640
4893	0	-639
11585	1	-638
7349	2	-637
5257	0	-636
10329	1	-635
7043	2	-634
4663	0	-633
12362	1	-632
10144	2	-631
5901	0	-630
8348	1	-629
8065	2	-628
4420	0	-627
8709	1	-626
7564	2	-625
6159	0	-624
8660	1	-623
7732	2	-622
4722	0	-621
8563	1	-620
7434	2	-619
7067	0	-618
8450	1	-617
10102	2	-616
6196	0	-615
13869	1	-614
11623	2	-613
6990	0	-612
11549	1	-611
10568	2	-610
5271	0	-609
8806	1	-608
9320	2	-607
4583	0	-606
9079	1	-605
6361	2	-604
6396	0	-603
11525	1	-602
9950	2	-601
6056	0	-600
9313	1	-599
7680	2	-598
5148	0	-597
7929	1	-596
6808	2	-595
5149	0	-594
10431	1	-593
8937	2	-592
4800	0	-591
9018	1	-590
6719	2	-589
4637	0	-588
8533	1	-587
7593	2	-586
5827	0	-585
8305	1	-584
7511	2	-583
6096	0	-582
8104	1	-581
8209	2	-580
7202	0	-579
10428	1	-578
13376	2	-577
6672	0	-576
8705	1	-575
8254	2	-574
6179	0	-573
8636	1	-572
8256	2	-571
5145	0	-570
9544	1	-569
9388	2	-568
5585	0	-567
9000	1	-566
9751	2	-565
5677	0	-564
8878	1	-563
10478	2	-562
6452	0	-561
9583	1	-560
10191	2	-559
6301	0	-558
10272	1	-557
11143	2	-556
5940	0	-555
9316	1	-554
10021	2	-553
6441	0	-552
12788	1	-551
10097	2	-550
7389	0	-549
12980	1	-548
11668	2	-547
7272	0	-546
10350	1	-545
11092	2	-544
6590	0	-543
10004	1	-542
7998	2	-541
5535	0	-540
9388	1	-539
10552	2	-538
6144	0	-537
11022	1	-536
8997	2	-535
5229	0	-534
12492	1	-533
8484	2	-532
8766	0	-531
11537	1	-530
7880	2	-529
5855	0	-528
11092	1	-527
10997	2	-526
7719	0	-525
10364	1	-524
9649	2	-523
5840	0	-522
12427	1	-521
9143	2	-520
5692	0	-519
11002	1	-518
10964	2	-517
7459	0	-516
9888	1	-515
11493	2	-514
6324	0	-513
11349	1	-512
10504	2	-511
5461	0	-510
11177	1	-509
8955	2	-508
6778	0	-507
13511	1	-506
9028	2	-505
6976	0	-504
11620	1	-503
9596	2	-502
6300	0	-501
11906	1	-500
10398	2	-499
5986	0	-498
10389	1	-497
8259	2	-496
6148	0	-495
11054	1	-494
7841	2	-493
5145	0	-492
11189	1	-491
10264	2	-490
5652	0	-489
12202	1	-488
10096	2	-487
7115	0	-486
10952	1	-485
9494	2	-484
5970	0	-483
13725	1	-482
11202	2	-481
6160	0	-480
11811	1	-479
8598	2	-478
5981	0	-477
12280	1	-476
9070	2	-475
7143	0	-474
10153	1	-473
13478	2	-472
5519	0	-471
12731	1	-470
9602	2	-469
6576	0	-468
12184	1	-467
9392	2	-466
7176	0	-465
9736	1	-464
10578	2	-463
7616	0	-462
10183	1	-461
11124	2	-460
6333	0	-459
11672	1	-458
9339	2	-457
5845	0	-456
10951	1	-455
9299	2	-454
6316	0	-453
11438	1	-452
9352	2	-451
6841	0	-450
9719	1	-449
13886	2	-448
7716	0	-447
11591	1	-446
10866	2	-445
8131	0	-444
11704	1	-443
11183	2	-442
7239	0	-441
11617	1	-440
9937	2	-439
10258	0	-438
15760	1	-437
11397	2	-436
7767	0	-435
13788	1	-434
12668	2	-433
7298	0	-432
14609	1	-431
12546	2	-430
8632	0	-429
12545	1	-428
13954	2	-427
8809	0	-426
13155	1	-425
19856	2	-424
14552	0	-423
11769	1	-422
12645	2	-421
6039	0	-420
15082	1	-419
11269	2	-418
5892	0	-417
15225	1	-416
11470	2	-415
8464	0	-414
14164	1	-413
13180	2	-412
8400	0	-411
15301	1	-410
13526	2	-409
7871	0	-408
12523	1	-407
12503	2	-406
7779	0	-405
13445	1	-404
13538	2	-403
9191	0	-402
13490	1	-401
10912	2	-400
6367	0	-399
13261	1	-398
11932	2	-397
7333	0	-396
13152	1	-395
12784	2	-394
7357	0	-393
12076	1	-392
10256	2	-391
7490	0	-390
12442	1	-389
10659	2	-388
7850	0	-387
12585	1	-386
12101	2	-385
6615	0	-384
12243	1	-383
11558	2	-382
7026	0	-381
11342	1	-380
12416	2	-379
8118	0	-378
10495	1	-377
11728	2	-376
6811	0	-375
11153	1	-374
12380	2	-373
7676	0	-372
13860	1	-371
12518	2	-370
7953	0	-369
12345	1	-368
13062	2	-367
9154	0	-366
19003	1	-365
12896	2	-364
8045	0	-363
12187	1	-362
12208	2	-361
8017	0	-360
13555	1	-359
11693	2	-358
7920	0	-357
14378	1	-356
15150	2	-355
9146	0	-354
15550	1	-353
11976	2	-352
8303	0	-351
14007	1	-350
10933	2	-349
8495	0	-348
13225	1	-347
14347	2	-346
9488	0	-345
16148	1	-344
13174	2	-343
8489	0	-342
14816	1	-341
12795	2	-340
7210	0	-339
14876	1	-338
12710	2	-337
8861	0	-336
15144	1	-335
13951	2	-334
8423	0	-333
16624	1	-332
14185	2	-331
8876	0	-330
24510	1	-329
14590	2	-328
8882	0	-327
14166	1	-326
13442	2	-325
9824	0	-324
16965	1	-323
16571	2	-322
8569	0	-321
15337	1	-320
13678	2	-319
7816	0	-318
13644	1	-317
14443	2	-316
8439	0	-315
14859	1	-314
15990	2	-313
7124	0	-312
14564	1	-311
12274	2	-310
8126	0	-309
16837	1	-308
12806	2	-307
8229	0	-306
13933	1	-305
12964	2	-304
8137	0	-303
15598	1	-302
13221	2	-301
9175	0	-300
14552	1	-299
14958	2	-298
7981	0	-297
17675	1	-296
13246	2	-295
9415	0	-294
13069	1	-293
11371	2	-292
9399	0	-291
14938	1	-290
15675	2	-289
8795	0	-288
15873	1	-287
11833	2	-286
8066	0	-285
13365	1	-284
12338	2	-283
10240	0	-282
14411	1	-281
14605	2	-280
9357	0	-279
17012	1	-278
14553	2	-277
9900	0	-276
17356	1	-275
12763	2	-274
9393	0	-273
15214	1	-272
12881	2	-271
8393	0	-270
16294	1	-269
15186	2	-268
10182	0	-267
16194	1	-266
18752	2	-265
10588	0	-264
15363	1	-263
15558	2	-262
10122	0	-261
16181	1	-260
14938	2	-259
9088	0	-258
14776	1	-257
12603	2	-256
9439	0	-255
15886	1	-254
15237	2	-253
9385	0	-252
17513	1	-251
15799	2	-250
8806	0	-249
15924	1	-248
13842	2	-247
11003	0	-246
16409	1	-245
15225	2	-244
9605	0	-243
14018	1	-242
15291	2	-241
10026	0	-240
16208	1	-239
15437	2	-238
8249	0	-237
14757	1	-236
14598	2	-235
8438	0	-234
15099	1	-233
14152	2	-232
8493	0	-231
16213	1	-230
15669	2	-229
9531	0	-228
15676	1	-227
15317	2	-226
11151	0	-225
15209	1	-224
18540	2	-223
9066	0	-222
15879	1	-221
16249	2	-220
9311	0	-219
17271	1	-218
13326	2	-217
9681	0	-216
17175	1	-215
13738	2	-214
9098	0	-213
15210	1	-212
13568	2	-211
10370	0	-210
15770	1	-209
14495	2	-208
12954	0	-207
18535	1	-206
15941	2	-205
10041	0	-204
19443	1	-203
17698	2	-202
12500	0	-201
17668	1	-200
18861	2	-199
10970	0	-198
18350	1	-197
16921	2	-196
10296	0	-195
15195	1	-194
15206	2	-193
10785	0	-192
16385	1	-191
15935	2	-190
10567	0	-189
17433	1	-188
15031	2	-187
9654	0	-186
16625	1	-185
12686	2	-184
9996	0	-183
18765	1	-182
14084	2	-181
10422	0	-180
18088	1	-179
19468	2	-178
10587	0	-177
14753	1	-176
15579	2	-175
9823	0	-174
17440	1	-173
14666	2	-172
10243	0	-171
17388	1	-170
16012	2	-169
11901	0	-168
16615	1	-167
15077	2	-166
8731	0	-165
18487	1	-164
17739	2	-163
9989	0	-162
16607	1	-161
14436	2	-160
10215	0	-159
14898	1	-158
14800	2	-157
10575	0	-156
18530	1	-155
17770	2	-154
9950	0	-153
17490	1	-152
16548	2	-151
11511	0	-150
18523	1	-149
18269	2	-148
10937	0	-147
19341	1	-146
18199	2	-145
12425	0	-144
19981	1	-143
17116	2	-142
11331	0	-141
21345	1	-140
16432	2	-139
9309	0	-138
18110	1	-137
16051	2	-136
12441	0	-135
16983	1	-134
16590	2	-133
9647	0	-132
17646	1	-131
15884	2	-130
10088	0	-129
15036	1	-128
14171	2	-127
9725	0	-126
16627	1	-125
16519	2	-124
9895	0	-123
19331	1	-122
16309	2	-121
9967	0	-120
18413	1	-119
15608	2	-118
11642	0	-117
19252	1	-116
16541	2	-115
11052	0	-114
17098	1	-113
16394	2	-112
10061	0	-111
16591	1	-110
14804	2	-109
11355	0	-108
16990	1	-107
14524	2	-106
10101	0	-105
16438	1	-104
17494	2	-103
9953	0	-102
18580	1	-101
16535	2	-100
10549	0	-99
16382	1	-98
18229	2	-97
9532	0	-96
17510	1	-95
15653	2	-94
8945	0	-93
17113	1	-92
15674	2	-91
11119	0	-90
17008	1	-89
16714	2	-88
11590	0	-87
18276	1	-86
18015	2	-85
11789	0	-84
16519	1	-83
17001	2	-82
10942	0	-81
19076	1	-80
18321	2	-79
10079	0	-78
17570	1	-77
15752	2	-76
11576	0	-75
16424	1	-74
17204	2	-73
10261	0	-72
17608	1	-71
17404	2	-70
10291	0	-69
18606	1	-68
18006	2	-67
10424	0	-66
18800	1	-65
16347	2	-64
13158	0	-63
20317	1	-62
19376	2	-61
10583	0	-60
18955	1	-59
17156	2	-58
10145	0	-57
18056	1	-56
18627	2	-55
10061	0	-54
16214	1	-53
15898	2	-52
10909	0	-51
19858	1	-50
17137	2	-49
11906	0	-48
18106	1	-47
17626	2	-46
10284	0	-45
19693	1	-44
15820	2	-43
10962	0	-42
19366	1	-41
17927	2	-40
11698	0	-39
20425	1	-38
21166	2	-37
9863	0	-36
18708	1	-35
15576	2	-34
11268	0	-33
17071	1	-32
15415	2	-31
8534	0	-30
13763	1	-29
11927	2	-28
7832	0	-27
17115	1	-26
14746	2	-25
8847	0	-24
14067	1	-23
12778	2	-22
7627	0	-21
12598	1	-20
11126	2	-19
17097	0	-18
43608	1	-17
25620	2	-16
5439	0	-15
3252	1	-14
2643	2	-13
1781	0	-12
1461	1	-11
996	2	-10
643	0	-9
481	1	-8
288	2	-7
286	0	-6
141	1	-5
180	2	-4
183	0	-3
154	1	-2
162	2	-1
153	0	0
220	1	1
188	2	2
99	0	3
170	1	4
312	2	5
63	0	6
51	1	7
53	2	8
52	0	9
55	1	10
44	2	11
55	0	12
51	1	13
57	2	14
65	0	15
50	1	16
39	2	17
53	0	18
49	1	19
30	2	20
67	0	21
43	1	22
54	2	23
45	0	24
29	1	25
39	2	26
35	0	27
33	1	28
40	2	29
46	0	30
42	1	31
39	2	32
36	0	33
51	1	34
56	2	35
36	0	36
28	1	37
44	2	38
49	0	39
29	1	40
42	2	41
30	0	42
27	1	43
29	2	44
39	0	45
30	1	46
48	2	47
35	0	48
68	1	49
48	2	50
23	0	51
30	1	52
25	2	53
17	0	54
31	1	55
24	2	56
26	0	57
31	1	58
32	2	59
124	0	60
90	1	61
236	2	62
138	0	63
88	1	64
187	2	65
83	0	66
15	1	67
20	2	68
19	0	69
21	1	70
22	2	71
27	0	72
17	1	73
13	2	74
6	0	75
18	1	76
18	2	77
12	0	78
15	1	79
14	2	80
17	0	81
9	1	82
9	2	83
12	0	84
21	1	85
12	2	86
21	0	87
21	1	88
15	2	89
13	0	90
12	1	91
19	2	92
9	0	93
12	1	94
9	2	95
15	0	96
12	1	97
15	2	98
9	0	99
12	1	100
13	2	101
11	0	102
8	1	103
12	2	104
14	0	105
12	1	106
8	2	107
7	0	108
6	1	109
14	2	110
8	0	111
8	1	112
12	2	113
9	0	114
8	1	115
14	2	116
5	0	117
3	1	118
13	2	119
6	0	120
7	1	121
6	2	122
9	0	123
9	1	124
10	2	125
5	0	126
8	1	127
7	2	128
4	0	129
4	1	130
9	2	131
8	0	132
4	1	133
7	2	134
6	0	135
9	1	136
10	2	137
8	0	138
6	1	139
5	2	140
4	0	141
3	1	142
8	2	143
4	0	144
5	1	145
3	2	146
13	0	147
2	1	148
4	2	149
7	0	150
8	1	151
1	2	152
3	0	153
7	1	154
3	2	155
14	0	156
22	1	157
10	2	158
14	0	159
14	1	160
16	2	161
11	0	162
5	1	163
1	2	164
6	0	165
11	1	166
7	2	167
6	0	168
2	1	169
2	2	170
4	0	171
7	1	172
2	2	173
1	0	174
7	1	175
11	2	176
5	0	177
4	1	178
7	2	179
11	0	180
1	1	181
12	2	182
8	0	183
4	1	184
5	2	185
15	0	186
14	1	187
18	2	188
5	0	189
4	1	190
6	2	191
4	0	192
1	1	193
6	2	194
3	0	195
3	2	197
6	0	198
1	1	199
3	2	200
10	0	201
7	1	202
6	2	203
8	0	204
13	1	205
10	2	206
2	0	207
6	1	208
7	2	209
2	0	210
6	1	211
19	2	212
10	0	213
6	1	214
4	2	215
6	0	216
2	1	217
7	2	218
2	0	219
1	2	221
3	0	222
5	1	223
4	2	224
3	0	225
4	1	226
6	2	227
3	0	228
1	1	229
3	2	230
1	0	231
2	1	232
3	2	233
5	0	234
1	1	235
3	2	236
2	0	237
1	1	238
4	2	239
5	0	240
2	1	241
2	2	242
2	0	243
1	1	244
2	0	249
3	1	250
5	2	251
6	0	252
5	1	253
5	2	254
2	0	255
2	1	256
5	2	257
4	0	258
2	1	259
2	2	260
1	0	261
2	1	262
3	2	263
1	0	264
7	1	265
5	2	266
2	0	267
3	1	268
1	2	269
4	0	270
1	1	271
4	2	272
5	0	273
3	1	274
1	0	276
2	1	277
2	0	279
3	1	280
6	2	281
26	0	282
13	1	283
4	2	284
2	0	285
6	1	286
4	2	287
2	0	288
9	1	289
1	2	290
1	0	291
4	1	292
2	0	294
2	1	295
2	0	297
1	1	298
3	2	299
2	0	300
2	1	301
1	2	302
1	0	303
3	0	306
4	2	308
1	2	311
3	0	312
1	1	313
4	2	314
1	1	316
2	2	317
2	0	318
1	1	319
1	2	320
1	1	325
1	2	326
4	1	328
3	2	332
6	0	333
8	1	334
1	2	335
2	2	338
1	2	341
2	0	342
3	1	343
1	2	344
1	2	347
1	1	349
4	2	350
2	1	352
1	2	353
1	0	354
1	1	355
1	2	356
1	2	359
2	2	362
1	0	363
2	0	366
2	2	368
2	2	371
2	0	375
3	1	376
1	1	379
2	2	380
1	2	383
2	0	384
1	2	386
1	1	388
3	2	389
9	0	390
16	1	391
8	2	392
5	1	394
3	2	395
1	1	397
4	0	399
1	1	400
1	0	402
1	1	403
6	2	404
1	0	405
4	1	406
2	0	408
2	2	410
1	2	413
1	2	416
1	0	417
2	1	418
1	1	421
1	0	423
2	2	425
1	0	426
1	1	427
1	2	428
1	0	429
1	1	430
2	2	431
2	1	436
3	2	440
1	1	442
2	0	456
1	1	457
1	0	465
1	2	470
1	2	473
1	0	480
1	1	481
1	2	485
1	0	486
1	1	487
1	0	489
1	1	490
3	2	491
1	1	496
2	0	504
1	0	507
1	2	509
1	2	512
2	0	513
3	1	520
1	2	524
1	2	536
1	1	538
1	2	539
1	1	544
2	1	562
1	1	574
1	1	589
3	0	603
1	0	609
1	1	610
1	0	624
1	1	658
1	0	660
1	0	663
1	0	666
1	2	668
2	1	676
1	1	688
1	2	689
1	1	697
1	2	698
1	0	702
1	1	703
1	2	704
6	0	708
1	2	713
1	1	721
1	2	722
1	0	723
2	2	725
3	0	726
2	2	728
3	2	731
1	0	732
3	1	733
2	2	734
2	0	741
1	1	742
3	0	744
16	1	745
35	2	746
5	0	747
21	1	748
34	2	749
34	0	750
22	1	751
1	1	859
1	0	876
1	1	877
1	1	922
1	2	923
1	2	932
1	0	936
1	1	937
1	0	945
2	0	954
1	2	965
1	1	970
1	1	979
3	2	980
1	2	992
1	0	993
1	0	999
1	0	1017
1	2	1022
2	0	1023
1	0	1059
2	0	1068
6	2	1070
2	0	1071
1	2	1073
2	0	1074
1	1	1075
1	2	1076
2	0	1077
3	1	1078
1	2	1079
1	0	1080
1	2	1082
1	0	1083
1	2	1085
2	0	1086
2	1	1087
1	2	1088
1	0	1089
12	2	1091
84	0	1092
40	1	1093
153	2	1094
15	0	1095
56	1	1096
49	2	1097
6	0	1098
1	2	1142
1	0	1170
1	1	1267
1	2	1274
1	1	1306
2	1	1336
